Problem ID,Problem Name,Title Tags,Plain Tags,Number Solved
60A,Where Are My Flakes?,Implementation problems programming technics simulation|Two pointers,implementation|two pointers,1744
59E,Shortest Path,Graphs|Shortest paths on weighted and unweighted graphs,graphs|shortest paths,438
59D,Team Arrangement,Constructive algorithms|Greedy algorithms|Implementation problems programming technics simulation,constructive algorithms|greedy|implementation,310
59C,Title,Parsing expression grammar,expression parsing,826
59B,Fortune Telling,Implementation problems programming technics simulation|Number theory: Euler function GCD divisibility etc,implementation|number theory,2119
59A,Word,Implementation problems programming technics simulation|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,implementation|strings,9032
58E,Expression,Dynamic programming,dp,78
58D,Calendar,Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|strings,360
58C,Trees,Brute force,brute force,738
58B,Coins,Greedy algorithms,greedy,3242
58A,Chat room,Greedy algorithms|Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,greedy|strings,14631
57E,Chess,Mathematics including integration differential equations etc|Shortest paths on weighted and unweighted graphs,math|shortest paths,64
57D,Journey,Dynamic programming|Mathematics including integration differential equations etc,dp|math,177
57C,Array,Combinatorics|Mathematics including integration differential equations etc,combinatorics|math,677
57B,Martian Architecture,Implementation problems programming technics simulation,implementation,691
57A,Square Earth?,Dfs and similar|Greedy algorithms|Implementation problems programming technics simulation,dfs and similar|greedy|implementation,1333
56E,Domino Principle,Binary search|Heaps binary search trees segment trees hash tables etc|Sortings orderings,binary search|data structures|sortings,527
56D,Changing a String,Dynamic programming,dp,371
56C,Corporation Mail,Heaps binary search trees segment trees hash tables etc|Parsing expression grammar|Implementation problems programming technics simulation,data structures|expression parsing|implementation,533
56B,Spoilt Permutation,Implementation problems programming technics simulation,implementation,1352
56A,Bar,Implementation problems programming technics simulation,implementation,2761
55E,Very simple problem,Geometry computational geometry|Two pointers,geometry|two pointers,267
55D,Beautiful numbers,Dynamic programming|Number theory: Euler function GCD divisibility etc,dp|number theory,635
55C,Pie or die,Games Sprague–Grundy theorem,games,696
55B,Smallest number,Brute force,brute force,890
55A,Flea travel,Implementation problems programming technics simulation|Mathematics including integration differential equations etc,implementation|math,1477
54E,Vacuum Сleaner,Geometry computational geometry,geometry,72
54D,Writing a Song,Brute force|Dynamic programming,brute force|dp,255
54C,First Digit Law,Dynamic programming|Mathematics including integration differential equations etc|Probabilities expected values statistics random variables etc,dp|math|probabilities,456
54B,Cutting Jigsaw Puzzle,Hashing hashtables|Implementation problems programming technics simulation,hashing|implementation,421
54A,Presents,Implementation problems programming technics simulation,implementation,1068
53E,Dead Ends,Bitmasks|Dynamic programming,bitmasks|dp,289
53D,Physical Education,Sortings orderings,sortings,792
53C,Little Frog,Constructive algorithms,constructive algorithms,1897
53B,Blog Photo,Binary search|Implementation problems programming technics simulation,binary search|implementation,549
53A,Autocomplete,Implementation problems programming technics simulation,implementation,1779
52C,Circular RMQ,Heaps binary search trees segment trees hash tables etc,data structures,1026
52B,Right Triangles,Combinatorics,combinatorics,686
52A,123-sequence,Implementation problems programming technics simulation,implementation,1732
51F,Caterpillar,Dfs and similar|Dynamic programming|Graphs|Trees,dfs and similar|dp|graphs|trees,154
51E,Pentagon,Combinatorics|Graphs|Matrix multiplication determinant Cramer's rule systems of linear equations,combinatorics|graphs|matrices,150
51D,Geometrical problem,Implementation problems programming technics simulation,implementation,261
51C,Three Base Stations,Binary search|Greedy algorithms,binary search|greedy,586
51B,bHTML Tables Analisys,Parsing expression grammar,expression parsing,571
51A,Cheaterius's Problem,Implementation problems programming technics simulation,implementation,1049
50E,Square Equation Roots,Mathematics including integration differential equations etc,math,207
50D,Bombing,Binary search|Dynamic programming|Probabilities expected values statistics random variables etc,binary search|dp|probabilities,343
50C,Happy Farm 5,Geometry computational geometry,geometry,399
50B,Choosing Symbol Pairs,Prefix- and Z-functions suffix structures Knuth–Morris–Pratt algorithm etc,strings,2105
50A,Domino piling,Greedy algorithms|Mathematics including integration differential equations etc,greedy|math,22660
49E,Common ancestor,Dynamic programming,dp,247
49D,Game,Brute force|Dynamic programming|Implementation problems programming technics simulation,brute force|dp|implementation,671
49C,Disposition,Constructive algorithms|Mathematics including integration differential equations etc,constructive algorithms|math,653
49B,Sum,Mathematics including integration differential equations etc,math,1201
49A,Sleuth,Implementation problems programming technics simulation,implementation,3031
48H,Black and White,Constructive algorithms,constructive algorithms,44
48G,Galaxy Union,Dynamic programming|Trees|Two pointers,dp|trees|two pointers,48
48F,Snow sellers,Greedy algorithms|Sortings orderings,greedy|sortings,45
48E,Ivan the Fool VS Gorynych the Dragon,Dynamic programming|Games Sprague–Grundy theorem|Graphs,dp|games|graphs,214
48D,Permutations,Greedy algorithms,greedy,943
48C,The Race,Mathematics including integration differential equations etc,math,438
48B,Land Lot,Brute force|Implementation problems programming technics simulation,brute force|implementation,1020
48A,Rock-paper-scissors,Implementation problems programming technics simulation|Scheduling Algorithms,implementation|schedules,1587
47E,Cannon,Heaps binary search trees segment trees hash tables etc|Geometry computational geometry|Sortings orderings,data structures|geometry|sortings,181
47D,Safe,Brute force,brute force,304
47C,Crossword,Implementation problems programming technics simulation,implementation,244
47B,Coins,Implementation problems programming technics simulation,implementation,1402
47A,Triangular numbers,Brute force|Mathematics including integration differential equations etc,brute force|math,3293
46G,Emperor's Problem,Geometry computational geometry,geometry,44
46F,Hercule Poirot Problem,Disjoint set union|Graphs,dsu|graphs,173
46E,Comb,Heaps binary search trees segment trees hash tables etc|Dynamic programming,data structures|dp,440
46D,Parking Lot,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,607
46C,Hamsters and Tigers,Two pointers,two pointers,978
46B,T-shirts from Sponsor,Implementation problems programming technics simulation,implementation,1371
46A,Ball Game,Brute force|Implementation problems programming technics simulation,brute force|implementation,3003
45J,Planting Trees,Constructive algorithms,constructive algorithms,458
45I,TCMCF+++,Greedy algorithms,greedy,760
45H,Road Problem,Graphs,graphs,39
45G,Prime Problem,Number theory: Euler function GCD divisibility etc,number theory,309
45F,Goats and Wolves,Greedy algorithms,greedy,38
45E,Director,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,329
45D,Event Dates,Greedy algorithms|Meet-in-the-middle|Sortings orderings,greedy|meet-in-the-middle|sortings,588
45C,Dancing Lessons,Heaps binary search trees segment trees hash tables etc,data structures,417
45B,School,Dynamic programming|Disjoint set union,dp|dsu,118
45A,Codecraft III,Implementation problems programming technics simulation,implementation,1452
44J,Triminoes,Constructive algorithms|Greedy algorithms,constructive algorithms|greedy,344
44I,Toys,Brute force|Combinatorics,brute force|combinatorics,111
44H,Phone Number,Dynamic programming,dp,542
44G,Shooting Gallery,Heaps binary search trees segment trees hash tables etc|Implementation problems programming technics simulation,data structures|implementation,80
44F,BerPaint,Geometry computational geometry|Graphs,geometry|graphs,26
44E,Anfisa the Monkey,Dynamic programming,dp,902
44D,Hyperdrive,Mathematics including integration differential equations etc,math,428
44C,Holidays,Implementation problems programming technics simulation,implementation,907
44B,Cola,Implementation problems programming technics simulation,implementation,849
